862,40,5,1
1104,47,5,1
670,36,5,1
329,46,5,1
670,66,4,1
868,51,4,1
1020,34,5,1
862,30,4,1
895,43,5,1
895,52,5,1
1094,35,2,0
895,41,5,1
895,39,5,1
1020,39,4,1
895,50,5,1
1020,27,4,1
895,33,2,0
895,35,2,0
1020,34,4,1
596,41,5,1
1094,54,4,1
1020,41,4,1
895,47,4,1
895,52,2,0
895,46,5,1
1020,22,5,1
1098,40,3,1
895,62,5,1
862,26,5,1
1020,38,5,1
895,53,5,1
1020,49,3,0
895,43,3,0
895,36,5,1
895,36,3,0
895,63,5,1
828,56,4,0
1020,48,3,0
862,43,5,1
1020,44,4,1
895,40,5,1
862,44,1,0
895,54,5,1
1020,72,4,1
1075,52,4,1
1104,47,5,1
1020,67,1,0
1094,39,5,1
305,46,2,0
828,64,5,1
1094,30,5,1
828,38,5,1
895,36,4,1
1020,52,5,1
895,61,5,1
647,29,5,1
1025,38,4,1
1025,35,5,1
815,55,5,1
1066,57,4,1
840,55,4,1
1026,39,4,1
840,39,5,1
1066,46,5,1
840,37,2,0
1030,29,5,1
840,83,5,1
1066,29,5,1
647,49,5,1
1066,42,2,0
872,63,5,1
840,56,3,0
1066,55,4,1
647,32,1,0
1066,26,5,1
840,60,4,1
1066,48,3,1
872,38,5,1
1066,49,3,1
1115,41,4,1
1030,28,5,1
1018,28,4,1
1026,48,5,1
840,32,5,1
1066,29,5,1
647,32,5,1
840,28,5,1
840,51,4,1
840,44,5,1
1018,43,4,1
840,48,3,0
824,37,5,1
1115,31,5,1
840,50,5,1
878,47,3,0
984,56,5,1
1104,25,5,1
878,63,4,1
1104,54,5,1
984,28,4,1
866,26,4,1
1104,29,5,1
868,61,3,1
984,45,5,1
984,39,5,1
1104,36,5,1
878,41,5,1
1182,37,5,1
868,55,5,1
868,83,5,1
868,35,3,1
565,38,5,1
984,35,5,1
1104,45,5,1
868,65,5,1
878,41,5,1
868,69,4,1
1104,36,5,1
868,42,2,0
984,69,5,1
878,46,2,0
984,55,5,1
984,36,5,1
984,71,5,1
1024,65,5,1
984,68,3,1
984,43,5,1
1104,30,5,1
1024,40,5,1
984,47,5,1
1104,39,5,1
984,34,5,1
1104,38,4,1
984,38,5,1
895,36,5,1
1104,41,5,1
1131,36,3,1
984,47,5,1
1104,63,5,1
831,35,5,1
984,35,4,1
1104,56,5,1
836,41,5,1
1089,37,3,0
844,34,3,0
836,32,4,1
836,60,3,0
836,21,5,1
836,59,5,1
844,53,5,1
936,27,5,1
895,62,5,1
836,41,5,1
831,50,5,1
844,54,5,1
895,47,5,1
1066,41,5,1
844,43,2,0
836,43,5,1
836,23,4,1
907,25,5,1
836,51,5,1
844,41,3,0
1103,49,4,1
866,46,5,1
907,29,5,1
844,53,1,0
895,66,5,1
895,32,5,1
1080,74,5,1
831,63,5,1
844,41,5,1
844,40,4,1
831,40,5,1
836,32,5,1
907,49,5,1
844,44,3,0
895,24,5,1
895,70,5,1
907,30,5,1
844,47,5,1
836,27,3,0
844,36,2,0
844,69,4,1
844,52,5,1
936,32,2,0
907,37,5,1
936,32,5,1
831,42,1,0
907,51,5,1
862,34,3,0
836,37,3,1
936,50,4,1
895,36,5,1
836,65,3,0
580,60,5,1
895,46,5,1
862,38,4,1
862,37,5,1
844,46,5,1
836,29,2,0
895,39,5,1
836,25,5,1
895,64,5,1
895,57,5,1
895,44,5,1
836,44,5,1
859,26,4,1
862,37,3,0
1049,48,5,1
862,35,5,1
1089,67,5,1
1089,24,4,1
1104,59,3,0
127,47,4,1
1104,42,3,1
936,29,5,1
902,54,4,1
995,41,2,0
936,62,5,1
127,29,4,1
1104,38,1,0
1086,25,4,1
936,33,5,1
746,34,3,1
1081,53,4,1
127,46,3,1
936,33,3,0
127,40,3,0
1035,32,5,1
902,38,4,1
995,62,5,1
1104,35,5,1
1089,34,5,1
1086,26,3,0
902,31,2,1
902,58,5,1
1094,40,5,1
1086,22,3,0
936,55,5,1
1036,66,4,1
936,39,5,1
1094,30,5,1
1094,53,5,1
1086,23,5,1
127,37,5,1
127,51,5,1
1083,37,4,1
872,35,5,1
1083,35,2,0
831,40,5,1
1080,32,3,1
1077,68,5,1
872,65,4,1
964,37,5,1
1089,39,3,1
872,22,4,1
1083,50,5,1
829,33,4,1
964,33,5,1
1089,38,5,1
829,32,5,1
829,51,5,1
967,56,5,1
829,38,4,1
829,35,4,1
872,48,4,1
872,31,4,1
149,38,4,1
964,58,5,1
1030,63,5,1
964,40,5,1
1083,41,4,0
872,60,4,1
872,60,5,1
829,48,4,1
872,70,4,1
964,27,5,1
1089,32,3,1
872,26,3,0
872,51,5,1
872,48,5,1
1077,30,2,0
967,56,4,1
872,27,5,1
964,44,5,1
872,39,5,1
234,33,5,1
149,33,4,1
829,60,4,1
829,44,4,1
872,71,5,1
872,44,5,1
850,52,5,1
850,23,3,0
724,69,4,1
833,48,5,1
862,35,5,1
850,59,5,1
1078,61,5,1
850,45,5,1
1104,25,5,1
1078,33,3,0
984,40,4,1
850,68,5,1
204,30,5,1
1078,20,5,1
862,42,2,0
1078,52,5,1
984,42,5,1
1008,24,4,1
841,43,4,1
1104,51,3,0
850,39,5,1
1081,39,5,1
833,39,4,1
850,57,4,1
862,35,4,1
1078,46,5,1
850,51,5,1
850,39,5,1
831,55,5,1
833,42,5,1
984,40,4,1
1078,31,4,1
1104,39,5,1
1081,59,5,1
833,53,4,1
850,41,5,1
1078,49,5,1
850,33,3,0
1078,36,2,0
850,29,3,1
850,49,4,1
1078,39,5,1
948,40,2,1
850,57,5,1
833,56,4,1
1078,51,3,1
850,58,5,1
1078,67,4,1
1078,36,5,1
850,27,5,1
948,60,2,0
1078,49,5,1
850,49,3,1
1081,35,5,1
833,60,5,1
1081,53,5,1
850,38,4,1
850,48,2,0
850,37,5,1
984,42,5,1
850,50,4,1
1104,41,5,1
1104,39,1,0
1104,26,5,1
1078,25,5,1
850,34,5,1
850,25,5,1
984,31,3,1
1078,47,5,1
984,61,5,1
850,52,5,1
833,56,3,1
1078,68,3,1
850,39,5,1
1081,40,4,1
984,53,5,1
850,45,5,1
850,28,4,1
1104,33,5,1
1078,71,5,1
984,46,5,1
984,56,5,1
1078,36,4,1
1104,35,5,1
984,58,5,1
1078,53,5,1
984,64,5,1
833,45,3,0
850,44,5,1
1078,52,3,0
1078,49,2,1
984,52,5,1
850,56,4,1
1078,45,5,1
984,35,5,1
831,38,4,1
1086,32,4,1
1044,39,5,1
820,32,4,1
1094,35,5,1
1094,34,5,1
995,48,5,1
1094,36,4,1
1060,40,5,1
833,47,1,0
1037,41,4,1
875,33,5,1
875,33,4,1
820,39,5,1
1037,54,4,1
820,44,4,1
1037,39,5,1
820,24,5,1
833,65,1,0
1094,64,5,1
833,40,5,1
995,39,4,1
1094,42,3,0
875,34,2,0
1037,38,3,0
875,29,2,0
833,49,3,0
1060,39,3,0
1094,48,4,1
835,66,5,1
1094,25,4,1
1094,36,4,1
875,46,2,0
823,37,5,1
835,42,5,1
833,26,4,1
833,33,5,1
820,52,5,1
835,41,5,1
1060,25,5,1
1037,47,3,1
820,24,4,1
1079,32,3,0
1060,44,4,1
875,66,5,1
835,64,5,1
1078,39,5,1
1037,42,1,0
820,35,5,1
1072,59,5,1
1094,64,3,1
833,40,4,1
1037,22,4,1
1094,53,3,0
995,34,2,0
252,35,4,1
634,29,4,1
985,24,5,1
1059,37,5,1
985,65,5,1
1059,36,5,1
634,35,4,1
1059,27,5,1
252,36,4,1
634,28,5,1
252,46,5,1
117,70,3,1
117,57,5,1
634,69,4,1
252,28,5,1
252,36,5,1
634,40,4,1
1059,80,5,1
838,44,4,1
252,36,5,1
838,41,5,1
838,48,1,0
634,49,5,1
1059,42,3,0
634,37,4,1
1008,38,5,1
838,58,5,1
620,47,4,1
634,36,5,1
1059,66,5,1
1059,51,4,1
1059,38,5,1
634,40,4,1
1059,35,2,0
634,36,4,1
1059,37,1,0
985,30,4,1
252,35,5,1
1059,48,5,1
1059,49,5,1
252,70,5,1
1059,40,5,1
1059,38,2,0
252,27,5,1
1008,46,5,1
943,50,5,1
634,65,2,0
1008,22,5,1
252,93,5,1
838,43,5,1
1059,67,5,1
1059,45,5,1
620,42,5,1
1059,58,5,1
117,52,5,1
252,25,5,1
252,35,4,1
634,37,4,1
838,29,2,0
1008,29,3,0
1059,47,4,1
838,25,5,1
634,39,5,1
1059,30,5,1
1059,34,2,0
1059,60,3,0
1059,45,5,1
1008,55,5,1
117,34,4,1
886,36,4,1
1087,62,4,1
873,57,5,1
1087,23,5,1
886,37,4,1
745,68,5,1
886,58,5,1
937,36,3,0
1087,52,5,1
937,39,5,1
937,33,5,1
1059,48,5,1
1110,23,1,0
1059,38,5,1
1110,24,4,1
873,38,3,0
886,52,5,1
1087,36,5,1
937,26,5,1
1110,35,2,0
886,48,5,1
937,59,3,1
886,46,4,1
1137,49,5,1
1165,31,3,0
937,29,5,1
1110,45,2,0
1087,32,5,1
1059,40,5,1
1137,69,5,1
745,28,5,1
937,74,4,1
1110,48,4,1
1110,35,4,1
886,50,5,1
937,38,5,1
886,42,5,1
937,45,5,1
937,38,5,1
873,51,5,1
937,38,5,1
886,46,5,1
873,30,5,1
886,45,5,1
245,31,5,1
886,36,5,1
886,49,4,1
1087,39,4,1
937,48,5,1
1087,55,3,0
1087,36,5,1
886,25,4,1
1110,47,5,1
886,41,5,1
1110,38,4,1
1165,29,3,0
937,34,5,1
886,33,5,1
1137,66,3,1
1087,29,5,1
937,44,5,1
886,47,4,1
886,39,4,1
1087,44,4,1
937,40,3,0
937,39,1,0
886,50,4,1
1137,52,5,1
886,54,3,1
886,34,5,1
937,60,5,1
937,22,5,1
1087,58,5,1
1087,55,4,1
1087,62,3,0
1087,43,2,0
886,26,5,1
886,37,5,1
937,32,3,1
245,33,5,1
937,43,5,1
886,44,5,1
937,37,3,0
937,49,3,0
1087,34,4,1
745,40,5,1
745,42,4,1
1087,36,3,0
937,46,2,0
937,32,1,0
1110,24,4,1
1087,44,4,1
745,33,5,1
1087,38,2,0
1110,42,5,1
1110,35,2,0
873,52,5,1
895,38,5,1
895,25,5,1
895,56,5,1
1072,56,2,0
895,23,5,1
945,53,1,0
895,47,3,0
850,45,4,1
945,33,5,1
895,56,4,1
805,43,3,0
850,49,5,1
850,36,4,1
895,58,3,1
1072,35,5,1
805,66,4,1
945,43,1,0
833,42,3,0
833,43,5,1
833,54,5,1
850,36,5,1
833,43,4,1
1072,68,5,1
895,60,4,1
850,32,5,1
833,55,5,1
895,39,5,1
895,60,5,1
833,42,4,1
895,50,2,0
886,23,2,0
886,39,3,1
886,32,5,1
886,56,5,1
1078,61,5,1
1089,34,5,1
895,48,3,0
886,34,2,0
895,42,3,0
1105,49,4,1
886,29,4,1
886,43,2,0
886,63,3,1
969,34,5,1
886,60,4,1
1078,39,5,1
1060,39,4,1
886,32,5,1
886,39,2,0
895,54,3,0
895,71,4,1
886,46,3,0
895,30,2,1
895,59,2,0
1089,26,3,1
886,46,5,1
895,31,4,1
868,46,4,1
895,35,2,0
886,61,2,0
886,34,4,0
886,55,2,0
1089,36,5,1
1078,46,5,1
895,49,4,1
975,28,3,0
975,74,5,1
886,37,4,1
548,38,5,1
1078,82,5,1
1060,49,1,0
886,41,4,1
886,35,5,1
886,23,5,1
886,37,5,1
1078,41,5,1
1078,56,5,1
1078,42,5,1
895,30,5,1
886,52,4,1
594,43,5,1
895,29,3,0
886,27,5,1
886,26,5,1
1089,28,5,1
975,45,3,1
886,29,5,1
1078,47,4,1
895,28,5,1
1060,38,2,0
895,64,5,1
975,64,4,1
886,52,5,1
975,52,5,1
815,72,4,1
1026,43,5,1
823,39,2,0
1055,29,2,0
1081,47,3,1
2,28,4,1
1081,51,5,1
936,35,5,1
1026,66,5,1
1081,50,2,0
299,37,5,1
1055,36,4,1
1055,43,2,0
1026,42,5,1
1010,60,4,1
1086,44,4,0
1055,63,2,0
1026,26,5,1
1081,42,1,0
754,48,5,1
815,34,5,1
1164,32,5,1
860,30,5,1
952,43,5,1
952,59,3,1
861,36,5,1
1008,66,4,1
952,39,4,1
1066,48,4,0
1008,52,5,1
1025,30,1,0
832,40,3,0
861,48,3,0
1066,53,3,1
1008,29,5,1
1015,46,5,1
1008,46,5,1
862,40,5,1
1008,44,4,1
952,56,5,1
1025,69,5,1
1111,47,5,1
1066,21,5,1
80,47,2,0
1008,67,3,0
861,66,5,1
862,51,5,1
1066,35,5,1
1008,41,5,1
1066,46,4,1
1066,43,5,1
1008,43,5,1
861,36,5,1
1028,41,5,1
1080,55,5,1
1008,52,5,1
1008,50,3,0
952,77,5,1
952,39,5,1
1066,57,4,1
862,65,5,1
1015,44,5,1
1066,45,5,1
1066,60,3,0
1066,35,5,1
1047,46,5,1
1094,27,3,0
936,30,4,1
1033,20,5,1
936,51,5,1
1094,35,5,1
1094,46,2,0
154,35,4,0
1094,41,5,1
1094,39,3,0
154,40,4,1
1140,27,5,1
154,40,2,0
936,36,4,1
1094,35,4,1
158,25,5,1
1033,37,4,1
154,29,4,1
1094,44,5,1
936,31,3,0
1094,54,5,1
936,31,5,1
936,82,5,1
1154,39,5,1
1022,39,4,1
949,28,5,1
154,38,4,1
1033,37,2,0
154,41,4,1
1140,36,3,0
936,55,5,1
1047,43,3,0
936,32,5,1
868,55,5,1
1094,54,5,1
936,58,5,1
1094,67,1,0
1033,47,5,1
936,31,5,1
1094,36,5,1
154,48,5,1
936,21,4,1
1094,29,5,1
154,50,5,1
1094,36,3,0
936,41,5,1
1094,41,5,1
936,34,5,1
1094,41,5,1
878,33,5,1
1145,66,5,1
1033,45,4,1
936,31,5,1
936,68,5,1
936,65,5,1
1033,51,5,1
878,69,3,0
1094,48,3,0
936,41,3,0
1047,70,5,1
936,37,5,1
936,36,5,1
854,29,5,1
936,34,5,1
154,48,5,1
1033,63,5,1
1033,49,4,1
936,35,3,0
1094,30,5,1
936,35,4,1
936,83,5,1
1047,67,5,1
1094,39,5,1
936,39,5,1
936,71,5,1
1047,34,5,1
1094,37,5,1
936,59,3,1
936,40,5,1
1094,27,5,1
936,28,3,1
1154,44,5,1
936,47,5,1
936,42,5,1
936,31,5,1
868,26,4,1
854,59,1,0
936,33,5,1
949,47,4,1
1094,46,5,1
936,24,5,1
1047,34,2,1
1083,53,4,1
949,38,5,1
949,35,5,1
949,58,5,1
909,33,3,1
949,67,5,1
873,32,5,1
873,59,5,1
909,82,5,1
1083,46,5,1
873,34,5,1
1172,25,5,1
1083,35,5,1
949,42,5,1
949,35,5,1
909,41,4,1
864,53,4,1
949,30,5,1
949,43,2,0
873,50,2,0
873,23,5,1
949,52,5,1
949,38,5,1
949,66,4,1
873,69,1,0
949,40,4,1
873,48,3,1
864,40,5,1
864,39,4,1
873,71,3,0
873,42,5,1
949,57,5,1
1083,54,4,1
909,46,2,0
949,23,5,1
949,44,2,1
949,45,5,1
864,22,5,1
864,35,5,1
873,52,5,1
1099,50,5,1
1001,48,4,1
829,41,4,1
815,53,5,1
1099,57,2,0
831,20,5,1
738,30,5,1
1099,42,4,1
1094,53,5,1
831,26,3,1
1001,39,2,0
895,47,5,1
831,46,5,1
895,33,5,1
987,58,4,1
1099,49,5,1
1099,52,4,1
868,55,4,1
831,27,5,1
829,46,4,1
1099,41,5,1
829,26,2,0
829,40,4,1
868,29,3,0
831,72,5,1
868,56,3,1
1001,23,4,1
829,66,3,1
815,31,5,1
895,48,5,1
831,54,1,0
815,63,2,0
1099,32,5,1
1099,77,4,1
829,40,5,1
831,28,5,1
815,39,4,1
1076,43,1,0
815,37,3,0
831,44,5,1
815,52,5,1
831,33,5,1
877,53,4,1
1068,65,3,0
1020,62,3,0
1068,45,5,1
1020,47,1,0
1068,42,5,1
691,38,4,1
831,40,3,0
1068,39,4,1
1089,49,2,0
1089,51,4,1
777,31,1,0
860,41,3,0
1089,52,5,1
875,64,5,1
992,39,5,1
860,53,5,1
777,48,5,1
777,64,5,1
860,48,5,1
860,39,5,1
927,33,3,1
1089,68,4,1
777,36,3,0
992,62,4,1
1068,42,2,0
1068,37,5,1
860,51,5,1
831,38,5,1
1020,59,3,0
1089,56,3,0
1068,63,2,0
1089,48,3,0
860,32,2,0
993,49,5,1
860,62,5,1
777,33,5,1
197,46,3,0
860,38,4,1
1068,35,3,0
860,35,5,1
860,26,4,1
1042,31,4,1
1060,55,5,1
59,45,5,1
1060,58,5,1
1094,39,3,0
1060,46,5,1
1110,59,5,1
235,32,1,0
720,40,5,1
1098,68,4,1
59,68,5,1
1060,48,4,0
1060,62,4,1
1110,53,5,1
1082,28,5,1
1060,41,3,0
1060,38,5,1
1060,46,5,1
1042,49,4,1
1060,56,5,1
1060,37,4,1
1110,23,5,1
1060,38,3,1
235,28,2,0
1072,29,3,0
1094,53,4,1
1204,39,5,1
1204,39,4,1
1082,31,5,1
1072,43,3,0
1060,21,3,0
1098,54,4,1
1060,55,5,1
1060,63,3,1
1060,66,4,1
1060,27,3,0
1060,85,5,1
1060,64,5,1
1072,48,4,1
1094,33,2,0
1082,53,2,0
720,43,4,1
1060,26,5,1
720,58,5,1
1110,38,3,0
1094,50,3,1
1060,52,5,1
720,80,5,1
720,37,5,1
1060,53,5,1
1072,62,5,1
1022,38,5,1
1060,59,5,1
1094,29,2,0
1042,39,5,1
1072,36,4,0
1110,27,5,1
1094,72,5,1
1060,32,5,1
1060,30,5,1
868,34,5,1
1094,42,5,1
1094,52,3,1
1095,50,3,1
1028,44,5,1
1095,37,5,1
850,30,5,1
850,44,5,1
850,59,5,1
850,35,3,1
940,57,5,1
868,43,2,0
1028,40,5,1
1095,42,5,1
868,59,5,1
1095,31,4,1
850,62,5,1
850,23,3,0
1028,38,5,1
1055,38,5,1
850,20,4,1
1095,46,3,0
850,33,5,1
1095,37,2,0
1094,60,5,1
850,37,5,1
850,60,3,0
850,34,4,1
875,46,1,0
850,50,5,1
1094,44,5,1
979,63,5,1
979,61,5,1
850,55,4,1
850,29,4,1
850,51,5,1
850,46,5,1
1095,41,5,1
850,59,5,1
940,39,4,1
850,28,4,1
850,52,5,1
850,49,4,1
1094,35,5,1
868,41,5,1
850,36,2,0
850,73,3,1
1095,32,5,1
850,59,5,1
979,60,5,1
1095,20,4,1
1095,47,3,1
850,40,5,1
1095,63,2,0
1095,26,5,1
1095,27,2,0
850,41,5,1
850,47,5,1
850,21,5,1
850,54,5,1
850,33,3,0
850,34,2,0
1095,45,4,1
850,34,4,1
850,37,5,1
850,49,5,1
850,59,5,1
850,32,2,0
940,48,5,1
875,50,5,1
868,38,4,1
850,33,4,1
1095,43,3,1
979,37,5,1
875,37,5,1
1095,23,5,1
850,39,2,0
850,34,3,1
1095,35,5,1
850,61,4,1
873,60,4,1
850,36,4,1
1095,29,5,1
875,42,4,1
1095,56,4,1
1095,34,4,1
1095,55,5,1
868,42,5,1
850,65,2,0
1028,35,5,1
1095,35,5,1
1095,38,2,0
850,51,5,1
875,40,5,1
850,48,2,0
940,45,5,1
1095,35,5,1
868,41,5,1
875,65,5,1
940,54,5,1
850,41,5,1
873,43,5,1
1095,32,4,1
836,33,4,1
836,35,2,1
836,47,4,1
836,59,3,1
836,31,5,1
865,44,5,1
836,35,5,1
819,31,4,1
865,44,5,1
836,34,5,1
819,33,5,1
819,51,3,1
1080,49,3,0
865,53,5,1
836,51,4,1
836,39,5,1
836,48,2,0
836,26,4,1
836,25,5,0
836,31,2,0
1003,23,2,0
836,36,5,1
860,56,5,1
867,48,5,1
1022,40,1,0
1098,42,4,1
1098,37,1,0
825,42,4,1
708,27,5,1
867,71,4,1
850,25,5,1
860,38,3,1
946,48,2,0
1098,25,3,0
867,28,4,0
1098,56,5,1
860,46,3,0
1098,50,5,1
1098,61,3,0
1022,42,5,1
946,40,2,1
850,40,2,0
895,52,4,1
850,33,1,0
895,32,2,0
861,47,5,1
1098,69,2,0
825,48,3,0
850,41,5,1
861,66,5,1
1110,38,5,1
867,44,5,1
860,40,3,0
860,36,4,1
860,40,1,0
946,36,1,0
946,48,2,0
867,52,5,1
850,44,1,0
867,49,5,1
867,40,5,1
850,43,1,0
867,49,5,1
860,43,5,1
850,29,5,1
867,66,4,1
946,54,2,0
1110,49,4,1
1083,34,4,1
867,62,5,1
861,49,5,1
860,42,4,1
1081,55,5,1
1110,30,5,1
1098,54,5,1
1083,38,2,0
946,43,3,0
936,39,5,1
1098,26,5,1
1081,34,4,1
867,65,5,1
1081,36,4,1
860,23,4,1
1110,43,4,1
1110,35,5,1
1022,37,5,1
850,44,5,1
860,48,5,1
1110,43,3,1
1074,50,4,1
1094,37,5,1
1025,59,5,1
1094,56,5,1
230,30,5,1
837,67,3,0
1081,45,4,1
837,44,5,1
442,32,4,1
1025,37,4,1
1094,39,4,1
744,63,5,1
1081,54,5,1
1094,40,5,1
1081,46,2,0
837,23,2,0
1094,42,5,1
1094,30,3,1
1081,29,5,1
1081,47,3,1
1081,36,5,1
1081,52,5,1
1094,40,4,1
1081,45,4,1
1094,36,5,1
1025,34,4,1
775,66,3,1
1081,45,3,1
1094,48,5,1
1094,26,1,0
1094,59,2,0
1094,33,4,1
442,53,5,1
1081,52,4,1
1081,39,5,1
1081,51,5,1
1087,31,1,0
1081,43,5,1
1025,57,5,1
1094,39,5,1
1094,36,4,1
1087,38,5,1
1094,59,5,1
1094,37,3,0
1081,48,5,1
442,47,4,1
1072,36,3,1
829,25,3,1
1175,30,3,0
952,57,5,1
411,55,5,1
829,24,2,0
411,38,3,1
411,37,5,1
952,35,5,1
829,34,5,1
829,34,5,1
829,49,5,1
411,29,2,0
839,44,3,1
411,48,2,0
839,23,5,1
952,45,4,1
829,38,3,0
411,41,5,1
952,53,5,1
1072,29,2,0
993,35,3,0
829,33,4,1
829,28,4,1
860,45,1,0
860,54,5,1
1027,39,5,1
1098,39,5,1
829,36,5,1
936,21,5,1
1066,26,5,1
936,39,3,0
1022,36,1,0
860,31,2,0
860,20,3,0
1098,35,5,1
949,70,4,1
1066,39,5,1
1027,45,3,1
829,36,5,1
936,26,5,1
936,78,5,1
860,39,5,1
860,43,3,1
1066,33,5,1
949,35,3,1
860,51,1,0
1066,41,5,1
949,27,3,0
829,44,5,1
1003,38,5,1
860,52,5,1
1008,60,5,1
1080,36,3,0
927,44,5,1
1098,34,3,0
831,41,5,1
1020,47,5,1
863,60,4,0
1020,38,5,1
977,31,1,0
1080,39,4,1
912,46,3,0
865,63,5,1
850,33,5,1
1080,56,2,0
1080,40,5,1
947,48,3,1
1020,37,5,1
850,32,5,1
947,57,5,1
947,45,5,1
424,24,3,1
850,69,5,1
485,38,5,1
947,79,5,1
927,47,5,1
927,56,5,1
927,54,3,0
1020,48,5,1
1020,41,5,1
927,68,4,1
977,49,5,1
1080,30,4,1
947,52,5,1
831,42,4,1
603,51,3,1
865,44,5,1
947,52,4,1
947,38,4,1
947,38,4,1
424,29,5,1
1020,34,5,1
1122,62,5,1
947,67,4,1
947,77,2,0
850,67,5,1
1020,31,5,1
947,41,4,1
1020,61,5,1
850,64,5,1
1080,30,3,1
947,47,4,1
947,45,3,0
850,35,5,1
1022,26,5,1
862,35,5,1
1078,66,5,1
1078,62,5,1
1077,29,5,1
1078,33,5,1
985,53,5,1
1201,38,3,1
996,39,5,1
864,48,3,1
927,30,4,1
1046,49,5,1
864,64,5,1
985,45,5,1
1078,56,3,0
862,32,5,1
1046,43,5,1
862,48,2,0
1072,53,4,1
1080,41,5,1
985,40,4,1
864,32,2,0
927,68,5,1
1078,65,5,1
1072,39,4,1
1078,43,5,1
862,26,5,1
1201,35,5,1
1046,53,4,1
942,22,4,1
1059,45,5,1
1059,72,3,1
1094,56,5,1
833,71,5,1
1051,29,4,1
833,48,5,1
115,39,4,1
878,51,5,1
1094,59,4,1
942,52,4,1
115,41,3,1
1059,50,5,1
1078,39,4,1
833,46,5,1
1051,25,3,1
1059,54,3,0
1059,54,4,1
1059,51,4,0
1051,47,5,1
1059,79,5,1
1078,55,5,1
1051,58,4,1
833,66,5,1
1051,53,5,1
1059,40,5,1
1051,30,4,1
992,50,5,1
1051,33,5,1
1053,33,4,1
1059,43,5,1
825,45,5,1
1059,85,2,1
1094,27,5,1
942,34,2,0
1078,49,4,1
992,66,4,1
833,24,3,1
1059,44,5,1
1059,26,5,1
1059,58,4,1
1078,44,4,1
1051,37,4,1
1059,47,4,1
1059,32,4,1
1051,35,5,1
833,56,5,1
1094,34,5,1
992,34,4,1
1094,37,5,1
1094,34,5,1
942,38,2,0
878,35,4,1
992,53,5,1
1051,34,3,0
833,38,5,1
1051,38,3,1
1094,35,5,1
1059,52,5,1
867,37,4,1
1013,45,5,1
1044,39,3,0
835,32,1,0
1059,36,5,1
835,39,5,1
857,29,5,1
867,35,5,1
1104,41,4,1
835,31,4,1
835,46,4,1
434,37,3,0
878,41,3,1
1020,55,5,1
867,26,4,1
1104,51,3,0
867,47,5,1
1059,32,4,1
835,49,3,1
835,34,5,1
835,27,3,0
1020,56,5,1
835,28,1,0
835,56,3,0
867,70,5,1
